w, num_shortest_paths, num_iterations, num_seconds1, 1666.7, 22.0, 22.0
0.5, 4271.0, 55.7, 55.7
0.4, 5993.9, 78.0, 78.0
0.3, 9513.6, 123.3, 123.3
0.2, 18996.6, 245.4, 245.4
0.1, 66867.7, 858.3, 858.3
0.05, 252632.6, 3199.0, 3199.0
